id,servicetypeid,employeeid,sensordevid,servicedat,servicecost,durationminutes,servicequality
112786,1011,1080,1356,"2023-04-26",165,79,4
112787,1004,1254,1356,"2023-05-27",117,91,4
112788,1011,1284,1356,"2023-08-05",93,78,4
112789,1008,1307,1356,"2023-08-29",224,169,4
112790,1005,1122,1356,"2023-09-02",229,113,4
112791,1007,1311,1356,"2023-09-05",235,98,4
112792,1019,1309,1356,"2023-09-07",187,62,5
112793,1013,1160,1356,"2023-11-29",127,99,4
112794,1003,1365,1356,"2024-01-27",118,66,2
112795,1007,1149,1356,"2024-02-04",187,95,4
112796,1015,1227,1356,"2024-03-05",267,108,5
112797,1005,1278,1356,"2024-03-11",193,132,3
112798,1011,1034,1356,"2024-03-29",195,80,5
112799,1018,1377,1356,"2024-04-01",237,78,3
112800,1006,1475,1356,"2024-04-07",83,91,5
112801,1020,1050,1356,"2024-04-30",131,102,5
112802,1018,1377,1356,"2024-05-10",232,145,4
112803,1007,1059,1356,"2024-05-24",170,50,3
112804,1002,1108,1356,"2024-05-25",189,105,4
112805,1022,1119,1356,"2024-06-24",220,78,5
112806,1013,1360,1356,"2024-07-22",226,172,3
112807,1015,1224,1356,"2024-07-27",208,176,3
112808,1005,1377,1356,"2024-09-30",130,68,5
112809,1008,1322,1356,"2024-10-01",265,105,3
112810,1007,1278,1356,"2024-10-02",138,87,3
112811,1016,1320,1356,"2024-10-11",162,110,4
112812,1003,1355,1356,"2024-11-04",153,84,1
112813,1021,1094,1356,"2024-11-22",167,114,4
112814,1004,1288,1356,"2024-11-27",134,113,2
112815,1023,1387,1356,"2024-12-02",143,119,4
112816,1017,1139,1356,"2024-12-18",170,67,5
112817,1012,1049,1357,"2023-01-28",184,62,4
112818,1007,1394,1357,"2023-04-13",121,95,4
112819,1001,1268,1357,"2023-04-19",209,57,5
112820,1023,1272,1357,"2023-05-02",81,67,3
112821,1010,1405,1357,"2023-06-16",164,93,4
112822,1016,1350,1357,"2023-07-14",215,60,5
112823,1001,1128,1357,"2023-07-23",165,137,4
112824,1002,1061,1357,"2023-08-06",190,72,4
112825,1022,1356,1357,"2023-08-07",163,76,4
112826,1013,1340,1357,"2023-08-26",282,116,3
112827,1015,1322,1357,"2023-09-14",184,72,1
112828,1023,1299,1357,"2023-10-20",163,45,2
112829,1019,1226,1357,"2023-10-31",144,60,2
112830,1012,1176,1357,"2023-12-23",295,60,1
112831,1006,1093,1357,"2023-12-30",109,92,4
112832,1017,1155,1357,"2024-01-06",142,72,5
112833,1014,1440,1357,"2024-01-19",184,73,3
112834,1024,1009,1357,"2024-02-03",188,94,4
112835,1016,1472,1357,"2024-03-01",162,98,2
112836,1019,1167,1357,"2024-03-20",155,79,3
112837,1003,1253,1357,"2024-06-09",180,75,5
112838,1023,1273,1357,"2024-06-26",137,85,5
112839,1001,1139,1357,"2024-07-09",206,85,5
112840,1018,1381,1357,"2024-08-05",213,144,3
112841,1009,1356,1357,"2024-08-27",198,123,2
112842,1006,1338,1357,"2024-09-05",190,46,5
112843,1019,1462,1357,"2024-10-14",137,66,4
112844,1020,1411,1357,"2024-11-06",139,79,3
112845,1013,1411,1357,"2024-11-19",158,150,4
112846,1013,1234,1358,"2023-01-20",123,70,5
112847,1018,1139,1358,"2023-01-29",129,70,3
112848,1003,1296,1358,"2023-03-22",144,87,2
112849,1021,1465,1358,"2023-05-04",89,115,3
112850,1010,1395,1358,"2023-06-03",210,109,4
112851,1012,1176,1358,"2023-06-08",120,93,4
112852,1015,1480,1358,"2023-08-20",281,161,4
112853,1007,1117,1358,"2023-09-05",127,149,4
112854,1008,1398,1358,"2023-09-25",208,116,4
112855,1017,1012,1358,"2023-11-29",143,72,3
112856,1006,1108,1358,"2023-12-11",188,108,5
112857,1018,1103,1358,"2023-12-28",151,61,5
112858,1001,1124,1358,"2024-01-15",136,53,3
112859,1016,1184,1358,"2024-02-22",214,93,4
112860,1008,1220,1358,"2024-03-04",232,72,3
112861,1023,1087,1358,"2024-03-07",181,81,5
112862,1014,1329,1358,"2024-03-20",125,77,4
112863,1002,1093,1358,"2024-04-05",83,59,4
112864,1018,1311,1358,"2024-05-15",146,108,4
112865,1002,1093,1358,"2024-05-22",198,53,5
112866,1003,1022,1358,"2024-06-11",162,66,4
112867,1020,1432,1358,"2024-06-25",126,121,5
112868,1018,1444,1358,"2024-06-30",245,65,3
112869,1021,1108,1358,"2024-07-30",190,59,5
112870,1004,1075,1358,"2024-08-03",183,94,2
112871,1002,1164,1358,"2024-08-13",112,91,5
112872,1007,1472,1358,"2024-08-31",127,114,3
112873,1018,1139,1358,"2024-09-11",246,69,5
112874,1003,1240,1358,"2024-09-23",103,72,3
112875,1003,1433,1359,"2023-01-15",177,61,4
112876,1002,1001,1359,"2023-01-27",142,82,4
112877,1010,1374,1359,"2023-02-02",168,123,5
112878,1006,1105,1359,"2023-02-07",200,96,3
112879,1019,1312,1359,"2023-03-21",172,62,5
112880,1014,1177,1359,"2023-04-01",112,82,4
112881,1013,1339,1359,"2023-04-11",264,173,3
112882,1013,1478,1359,"2023-05-06",165,165,5
112883,1022,1443,1359,"2023-05-13",204,114,5
112884,1009,1349,1359,"2023-05-25",202,88,4
112885,1021,1133,1359,"2023-06-08",138,68,4
112886,1019,1455,1359,"2023-07-13",165,66,5
112887,1003,1034,1359,"2023-08-03",157,87,4
112888,1005,1356,1359,"2023-08-26",135,51,5
112889,1024,1360,1359,"2023-09-08",281,123,1
112890,1013,1340,1359,"2023-09-12",132,131,4
112891,1022,1031,1359,"2023-09-28",127,136,5
112892,1014,1353,1359,"2023-10-05",131,64,4
112893,1013,1325,1359,"2023-10-14",106,165,5
112894,1024,1136,1359,"2023-11-16",117,129,5
112895,1009,1103,1359,"2023-11-21",212,107,4
112896,1011,1187,1359,"2024-01-10",120,85,5
112897,1021,1256,1359,"2024-01-24",163,50,4
112898,1008,1463,1359,"2024-03-02",171,90,5
112899,1003,1126,1359,"2024-03-08",192,78,4
112900,1020,1237,1359,"2024-05-06",249,69,5
112901,1022,1311,1359,"2024-06-02",173,51,4
112902,1003,1243,1359,"2024-06-03",138,69,5
112903,1011,1253,1359,"2024-06-07",160,78,2
112904,1018,1377,1359,"2024-06-15",158,134,3
112905,1015,1463,1359,"2024-07-08",288,86,1
112906,1020,1050,1359,"2024-07-20",239,173,3
112907,1011,1331,1359,"2024-08-17",92,83,3
112908,1016,1104,1359,"2024-08-29",203,140,4
112909,1004,1003,1359,"2024-09-13",148,71,3
112910,1016,1277,1359,"2024-10-05",167,68,5
112911,1018,1104,1359,"2024-10-09",136,51,4
112912,1020,1202,1359,"2024-10-13",233,166,4
112913,1013,1176,1359,"2024-11-01",209,82,5
112914,1014,1034,1359,"2024-11-22",103,71,5
112915,1018,1408,1359,"2024-12-06",226,94,5
112916,1015,1024,1359,"2024-12-12",142,145,3
112917,1015,1368,1359,"2024-12-20",257,127,4
112918,1011,1025,1360,"2023-01-08",174,74,5
112919,1023,1255,1360,"2023-02-18",85,113,4
112920,1004,1191,1360,"2023-05-06",143,73,4
112921,1022,1443,1360,"2023-05-13",127,107,4
112922,1021,1415,1360,"2023-06-11",107,72,5
112923,1024,1358,1360,"2023-08-13",273,170,4
112924,1001,1356,1360,"2023-10-27",243,78,3
112925,1005,1103,1360,"2023-11-24",239,72,1
112926,1009,1351,1360,"2023-12-05",122,128,4
112927,1006,1061,1360,"2023-12-11",139,81,5
112928,1021,1016,1360,"2023-12-17",132,113,2
112929,1023,1193,1360,"2024-02-29",110,113,4
112930,1013,1100,1360,"2024-03-20",163,105,4
112931,1020,1024,1360,"2024-03-23",134,168,4
112932,1017,1278,1360,"2024-05-22",222,97,3
112933,1017,1320,1360,"2024-06-15",187,112,4
112934,1008,1234,1360,"2024-07-15",153,147,5
112935,1015,1426,1360,"2024-07-25",268,161,5
112936,1014,1006,1360,"2024-08-04",117,67,5
112937,1021,1061,1360,"2024-08-11",169,58,4
112938,1015,1360,1360,"2024-08-29",189,64,5
112939,1002,1016,1360,"2024-09-05",138,91,3
112940,1023,1301,1360,"2024-09-23",157,70,3
112941,1019,1344,1360,"2024-10-01",172,73,1
112942,1015,1202,1360,"2024-11-12",250,139,2
112943,1007,1453,1360,"2024-11-15",206,138,5
112944,1013,1181,1360,"2024-11-28",155,171,5
112945,1013,1176,1360,"2024-12-03",205,88,2
112946,1008,1480,1361,"2023-02-09",151,94,4
112947,1022,1155,1361,"2023-02-11",217,112,3
112948,1006,1120,1361,"2023-02-17",137,80,5
112949,1019,1445,1361,"2023-03-01",155,88,5
112950,1010,1317,1361,"2023-04-04",136,74,5
112951,1014,1353,1361,"2023-06-16",193,69,5
112952,1005,1444,1361,"2023-10-31",148,83,3
112953,1011,1446,1361,"2023-11-13",163,88,5
112954,1001,1418,1361,"2023-11-18",200,126,2
112955,1002,1003,1361,"2023-12-02",87,64,4
112956,1006,1370,1361,"2023-12-31",85,66,3
112957,1008,1233,1361,"2024-01-18",167,97,4
112958,1005,1124,1361,"2024-01-30",164,54,4
112959,1003,1022,1361,"2024-02-22",170,88,4
112960,1011,1329,1361,"2024-03-06",168,89,4
112961,1022,1356,1361,"2024-04-14",244,72,1
112962,1006,1164,1361,"2024-04-26",197,73,4
112963,1004,1003,1361,"2024-05-12",99,71,5
112964,1008,1176,1361,"2024-06-06",168,61,4
112965,1019,1045,1361,"2024-06-16",151,90,5
112966,1008,1360,1361,"2024-07-11",168,162,3
112967,1007,1278,1361,"2024-07-27",160,82,5
112968,1010,1453,1361,"2024-09-26",163,125,4
112969,1006,1008,1361,"2024-10-25",185,79,3
112970,1007,1278,1361,"2024-11-01",167,52,3
112971,1006,1416,1361,"2024-11-11",172,61,4
112972,1024,1400,1361,"2024-11-14",225,80,3
112973,1023,1165,1362,"2023-01-14",146,75,3
112974,1018,1127,1362,"2023-01-20",235,127,5
112975,1024,1480,1362,"2023-02-07",177,103,5
112976,1006,1326,1362,"2023-02-23",114,60,4
112977,1003,1260,1362,"2023-04-05",99,73,5
112978,1022,1068,1362,"2023-04-17",137,126,4
112979,1022,1139,1362,"2023-05-22",187,128,4
112980,1020,1181,1362,"2023-05-24",191,159,4
112981,1017,1069,1362,"2023-06-09",210,71,5
112982,1023,1465,1362,"2023-06-20",178,110,4
112983,1020,1480,1362,"2023-06-23",196,152,4
112984,1013,1360,1362,"2023-06-30",297,120,3
112985,1013,1413,1362,"2023-07-30",256,103,4
112986,1009,1139,1362,"2023-08-23",155,51,3
112987,1016,1306,1362,"2023-09-06",236,121,2
112988,1014,1044,1362,"2023-09-12",110,75,3
112989,1016,1245,1362,"2023-09-29",245,53,3
112990,1017,1453,1362,"2023-10-31",125,148,4
112991,1020,1112,1362,"2023-11-22",115,66,4
112992,1020,1009,1362,"2023-11-28",122,74,4
112993,1012,1213,1362,"2023-12-15",243,173,4
112994,1018,1380,1362,"2024-01-16",243,115,4
112995,1011,1034,1362,"2024-02-17",149,76,4
112996,1010,1215,1362,"2024-02-21",134,60,3
112997,1001,1124,1362,"2024-02-27",192,67,5
112998,1023,1163,1362,"2024-03-21",145,106,5
112999,1002,1075,1362,"2024-04-24",120,83,4
113000,1022,1444,1362,"2024-04-27",133,96,4
113001,1009,1247,1362,"2024-05-08",240,58,5
113002,1002,1266,1362,"2024-06-29",181,96,5
113003,1017,1215,1362,"2024-08-12",220,101,5
113004,1006,1266,1362,"2024-08-19",145,79,4
113005,1003,1022,1362,"2024-10-28",91,63,3
113006,1018,1111,1362,"2024-11-21",130,58,4
113007,1020,1302,1363,"2023-01-05",287,171,4
113008,1002,1437,1363,"2023-01-20",154,119,5
113009,1008,1323,1363,"2023-01-26",226,79,5
113010,1002,1298,1363,"2023-02-02",162,57,4
113011,1017,1394,1363,"2023-02-24",167,99,4
113012,1014,1140,1363,"2023-03-03",123,67,4
113013,1022,1267,1363,"2023-03-26",170,139,3
113014,1003,1144,1363,"2023-03-27",109,78,5
113015,1012,1035,1363,"2023-04-01",185,153,5
113016,1019,1063,1363,"2023-05-07",101,77,4
113017,1024,1360,1363,"2023-05-16",298,165,1
113018,1012,1410,1363,"2023-06-14",124,167,5
113019,1005,1306,1363,"2023-06-19",227,54,5
113020,1012,1401,1363,"2023-06-24",275,170,5
113021,1001,1275,1363,"2023-07-01",175,79,5
113022,1020,1480,1363,"2023-07-04",139,100,3
113023,1017,1069,1363,"2023-07-10",198,123,4
113024,1008,1358,1363,"2023-07-26",285,101,3
113025,1019,1141,1363,"2023-08-02",180,63,3
113026,1019,1441,1363,"2023-09-25",132,85,4
113027,1021,1256,1363,"2023-10-03",188,61,5
113028,1017,1259,1363,"2023-10-08",139,107,4
113029,1024,1136,1363,"2023-10-09",261,112,5
113030,1022,1124,1363,"2023-12-05",146,88,4
113031,1019,1196,1363,"2023-12-09",128,65,5
113032,1007,1031,1363,"2023-12-13",150,122,5
113033,1001,1111,1363,"2024-01-26",150,104,4
113034,1018,1356,1363,"2024-01-30",196,135,4
113035,1021,1421,1363,"2024-02-03",187,114,2
113036,1001,1418,1363,"2024-02-17",204,55,2
113037,1002,1075,1363,"2024-03-07",86,113,1
113038,1022,1377,1363,"2024-04-27",149,94,4
113039,1003,1226,1363,"2024-05-27",149,77,4
113040,1010,1320,1363,"2024-06-16",146,76,3
113041,1019,1446,1363,"2024-07-01",164,69,5
113042,1019,1028,1363,"2024-07-16",115,73,3
113043,1005,1013,1363,"2024-07-21",231,76,5
113044,1010,1396,1363,"2024-07-22",136,147,5
113045,1011,1365,1363,"2024-08-05",133,73,1
113046,1016,1453,1363,"2024-09-17",206,91,4
113047,1002,1273,1363,"2024-10-11",103,105,4
113048,1007,1111,1363,"2024-10-21",216,131,4
113049,1009,1377,1363,"2024-11-08",185,85,3
113050,1009,1095,1364,"2023-01-03",243,147,4
113051,1023,1437,1364,"2023-01-07",94,108,5
113052,1023,1298,1364,"2023-01-21",173,45,4
113053,1012,1208,1364,"2023-02-01",269,133,4
113054,1008,1112,1364,"2023-02-15",190,137,4
113055,1009,1451,1364,"2023-03-11",146,64,4
113056,1013,1323,1364,"2023-03-28",103,175,1
113057,1012,1287,1364,"2023-04-23",138,149,3
113058,1013,1425,1364,"2023-05-03",136,100,4
113059,1013,1112,1364,"2023-05-09",278,81,5
113060,1024,1209,1364,"2023-06-07",286,83,5
113061,1022,1155,1364,"2023-06-18",120,129,4
113062,1013,1432,1364,"2023-06-20",230,141,3
113063,1010,1406,1364,"2023-07-20",147,85,4
113064,1012,1401,1364,"2023-07-22",195,170,3
113065,1020,1135,1364,"2023-07-26",105,153,4
113066,1001,1443,1364,"2023-08-04",201,132,5
113067,1004,1073,1364,"2023-08-17",109,79,4
113068,1016,1184,1364,"2023-08-29",189,80,3
113069,1015,1417,1364,"2023-09-01",123,99,4
113070,1010,1012,1364,"2023-09-16",208,60,3
113071,1022,1155,1364,"2023-10-29",192,62,4
113072,1011,1077,1364,"2023-11-02",172,83,4
113073,1006,1120,1364,"2023-11-11",120,97,5
113074,1022,1139,1364,"2024-01-26",154,131,5
113075,1022,1111,1364,"2024-02-04",169,109,5
113076,1009,1356,1364,"2024-02-10",121,95,4
113077,1010,1215,1364,"2024-02-11",172,63,5
113078,1016,1418,1364,"2024-02-22",188,77,5
113079,1019,1331,1364,"2024-03-06",154,86,4
113080,1016,1351,1364,"2024-04-12",223,114,4
113081,1003,1355,1364,"2024-04-30",156,82,4
113082,1011,1034,1364,"2024-05-08",172,65,5
113083,1009,1111,1364,"2024-05-13",227,71,5
113084,1006,1008,1364,"2024-06-18",127,67,3
113085,1002,1016,1364,"2024-06-22",134,88,3
113086,1011,1034,1364,"2024-06-28",191,64,5
113087,1019,1126,1364,"2024-07-11",175,88,4
113088,1013,1480,1364,"2024-07-15",243,158,4
113089,1018,1071,1364,"2024-08-14",198,122,5
113090,1008,1137,1364,"2024-08-24",130,95,5
113091,1001,1159,1364,"2024-10-06",236,62,4
113092,1004,1334,1364,"2024-10-09",180,95,4
113093,1010,1124,1364,"2024-11-10",211,121,5
113094,1018,1453,1364,"2024-11-29",124,111,4
113095,1020,1287,1364,"2024-12-16",252,179,5
113096,1002,1334,1364,"2024-12-18",108,50,4
113097,1017,1104,1364,"2024-12-31",239,88,3
113098,1001,1418,1365,"2023-01-01",202,123,5
113099,1019,1341,1365,"2023-01-18",121,87,5
113100,1016,1095,1365,"2023-02-05",132,55,4
113101,1010,1150,1365,"2023-02-06",161,148,5
113102,1019,1352,1365,"2023-02-11",98,79,4
113103,1021,1468,1365,"2023-03-12",130,49,4
113104,1005,1442,1365,"2023-03-26",244,90,4
113105,1001,1311,1365,"2023-06-04",221,114,4
113106,1020,1324,1365,"2023-06-06",227,179,4
113107,1015,1049,1365,"2023-06-10",122,163,1
113108,1018,1379,1365,"2023-07-12",212,123,5
113109,1004,1420,1365,"2023-07-15",193,56,4
113110,1024,1358,1365,"2023-08-14",114,154,5
113111,1006,1392,1365,"2023-09-14",93,78,2
113112,1021,1337,1365,"2023-10-07",165,117,4
113113,1018,1184,1365,"2023-11-24",143,78,5
113114,1021,1421,1365,"2023-12-05",165,90,3
113115,1018,1453,1365,"2023-12-29",134,130,5
113116,1005,1139,1365,"2024-01-09",179,53,4
113117,1013,1463,1365,"2024-01-19",161,164,5
113118,1024,1304,1365,"2024-02-04",129,131,3
113119,1011,1446,1365,"2024-02-15",169,68,5
113120,1007,1277,1365,"2024-03-13",131,67,4
113121,1007,1472,1365,"2024-03-22",175,77,4
113122,1006,1008,1365,"2024-04-27",108,114,5
113123,1007,1306,1365,"2024-05-11",150,92,5
113124,1015,1100,1365,"2024-06-15",250,127,3
113125,1020,1090,1365,"2024-07-15",154,176,3
113126,1021,1421,1365,"2024-09-07",139,63,3
113127,1017,1351,1365,"2024-10-15",230,61,4
113128,1013,1211,1365,"2024-10-29",166,69,4
113129,1010,1472,1365,"2024-11-12",135,110,5
113130,1010,1444,1365,"2024-11-20",191,130,4
113131,1024,1400,1365,"2024-12-09",233,133,3
113132,1017,1128,1365,"2024-12-14",178,146,3
113133,1010,1277,1365,"2024-12-21",235,82,5
113134,1004,1164,1366,"2023-01-23",193,98,3
113135,1020,1053,1366,"2023-01-26",253,105,5
113136,1024,1234,1366,"2023-02-14",172,122,5
113137,1013,1208,1366,"2023-04-02",293,161,4
113138,1023,1157,1366,"2023-05-12",118,83,1
113139,1013,1048,1366,"2023-05-16",145,130,4
113140,1022,1155,1366,"2023-05-28",171,123,4
113141,1005,1280,1366,"2023-06-26",186,114,5
113142,1020,1307,1366,"2023-06-27",142,67,5
113143,1012,1417,1366,"2023-07-30",120,137,5
113144,1003,1022,1366,"2023-08-24",149,71,1
113145,1004,1288,1366,"2023-09-16",138,45,4
113146,1001,1012,1366,"2023-09-25",229,122,3
113147,1016,1139,1366,"2023-10-24",152,114,4
113148,1003,1226,1366,"2023-10-27",109,66,2
113149,1010,1396,1366,"2023-11-05",147,95,3
113150,1021,1334,1366,"2023-11-20",156,66,4
113151,1005,1031,1366,"2024-01-02",126,72,5
113152,1018,1031,1366,"2024-01-05",188,78,5
113153,1013,1480,1366,"2024-01-06",277,107,4
113154,1015,1426,1366,"2024-02-15",293,91,5
113155,1016,1115,1366,"2024-03-31",130,97,5
113156,1013,1359,1366,"2024-04-03",119,74,4
113157,1022,1096,1366,"2024-04-07",224,105,3
113158,1006,1093,1366,"2024-06-28",171,60,4
113159,1004,1338,1366,"2024-07-01",92,79,5
113160,1014,1045,1366,"2024-07-08",190,62,5
113161,1012,1211,1366,"2024-07-09",150,179,5
113162,1021,1061,1366,"2024-08-08",87,103,5
113163,1023,1430,1366,"2024-08-15",134,62,3
113164,1015,1062,1366,"2024-09-05",241,113,5
113165,1005,1124,1366,"2024-10-12",135,64,5
113166,1015,1050,1366,"2024-11-15",256,146,4
113167,1008,1401,1366,"2024-11-20",273,99,5
113168,1018,1472,1366,"2024-12-10",222,129,3
113169,1010,1182,1367,"2023-01-23",232,149,3
113170,1020,1235,1367,"2023-01-28",232,143,3
113171,1006,1473,1367,"2023-01-31",104,54,1
113172,1003,1063,1367,"2023-02-08",121,82,4
113173,1023,1427,1367,"2023-02-09",117,90,3
113174,1012,1339,1367,"2023-02-16",269,73,4
113175,1002,1465,1367,"2023-04-10",108,47,3
113176,1014,1189,1367,"2023-04-24",126,76,4
113177,1024,1036,1367,"2023-05-10",134,158,4
113178,1022,1258,1367,"2023-05-16",232,108,1
113179,1010,1418,1367,"2023-06-06",201,118,3
113180,1006,1370,1367,"2023-06-17",94,65,1
113181,1021,1336,1367,"2023-07-05",125,114,5
113182,1018,1375,1367,"2023-08-23",159,68,4
113183,1015,1479,1367,"2023-09-05",184,117,4
113184,1020,1138,1367,"2023-09-15",198,81,4
113185,1017,1111,1367,"2023-09-23",183,145,4
113186,1019,1297,1367,"2023-10-12",200,81,3
113187,1014,1226,1367,"2023-10-25",200,88,4
113188,1012,1399,1367,"2023-11-01",231,117,1
113189,1021,1061,1367,"2023-11-20",130,71,5
113190,1006,1483,1367,"2023-12-17",185,115,5
113191,1007,1139,1367,"2023-12-25",239,144,3
113192,1006,1133,1367,"2024-02-13",158,57,4
113193,1022,1155,1367,"2024-02-27",179,64,5
113194,1016,1472,1367,"2024-03-08",135,57,3
113195,1009,1115,1367,"2024-04-11",139,104,4
113196,1002,1061,1367,"2024-04-24",101,63,3
113197,1016,1267,1367,"2024-05-11",198,150,3
113198,1015,1224,1367,"2024-06-18",234,118,3
113199,1018,1215,1367,"2024-06-23",249,123,1
113200,1020,1237,1367,"2024-07-09",246,177,4
113201,1001,1096,1367,"2024-07-23",146,77,5
113202,1010,1396,1367,"2024-08-10",143,77,5
113203,1001,1124,1367,"2024-08-12",197,150,5
113204,1013,1385,1367,"2024-08-20",195,76,3
113205,1014,1196,1367,"2024-09-17",141,85,4
113206,1022,1111,1367,"2024-10-01",126,136,5
113207,1020,1325,1367,"2024-11-13",290,145,4
113208,1015,1234,1367,"2024-12-06",246,159,5
113209,1005,1071,1367,"2024-12-15",140,79,3
113210,1019,1388,1368,"2023-01-04",176,66,5
113211,1003,1308,1368,"2023-01-17",110,71,3
113212,1008,1227,1368,"2023-02-15",190,95,3
113213,1014,1252,1368,"2023-03-08",148,65,5
113214,1003,1225,1368,"2023-03-14",193,88,3
113215,1013,1023,1368,"2023-04-06",139,91,4
113216,1005,1349,1368,"2023-04-15",238,70,5
113217,1020,1480,1368,"2023-05-11",237,172,5
113218,1013,1367,1368,"2023-05-15",229,77,3
113219,1022,1011,1368,"2023-06-21",188,55,4
113220,1020,1209,1368,"2023-07-22",156,162,4
113221,1009,1159,1368,"2023-08-10",124,63,3
113222,1018,1114,1368,"2023-08-30",137,81,4
113223,1006,1416,1368,"2023-09-06",145,83,5
113224,1015,1398,1368,"2023-09-09",223,85,2
113225,1006,1046,1368,"2023-09-22",191,90,4
113226,1011,1077,1368,"2023-10-07",166,60,5
113227,1018,1245,1368,"2023-10-15",227,123,4
113228,1015,1307,1368,"2023-11-22",278,153,5
113229,1015,1237,1368,"2023-12-26",177,77,4
113230,1014,1331,1368,"2023-12-29",91,79,4
113231,1018,1149,1368,"2024-01-11",129,79,4
113232,1018,1111,1368,"2024-01-23",238,63,4
113233,1006,1291,1368,"2024-02-13",115,99,5
113234,1003,1331,1368,"2024-02-15",161,78,5
113235,1007,1139,1368,"2024-03-06",198,143,5
113236,1024,1417,1368,"2024-03-28",265,177,5
113237,1005,1152,1368,"2024-04-19",203,114,5
113238,1021,1133,1368,"2024-05-24",93,110,4
113239,1002,1421,1368,"2024-06-07",198,90,4
113240,1020,1417,1368,"2024-06-14",244,167,1
113241,1022,1124,1368,"2024-06-20",126,137,2
113242,1015,1368,1368,"2024-08-24",281,121,3
113243,1013,1480,1368,"2024-08-25",228,178,1
113244,1022,1277,1368,"2024-08-29",134,75,4
113245,1013,1176,1368,"2024-09-06",251,90,4
113246,1010,1013,1368,"2024-09-10",145,67,4
113247,1010,1215,1368,"2024-09-19",192,125,5
113248,1011,1034,1368,"2024-09-21",116,68,4
113249,1016,1032,1368,"2024-10-14",231,65,3
113250,1022,1396,1368,"2024-10-16",205,77,4
113251,1021,1326,1368,"2024-10-25",83,104,2
113252,1003,1022,1368,"2024-10-26",113,70,3
113253,1017,1119,1368,"2024-11-22",241,63,4
113254,1001,1124,1368,"2024-11-28",221,118,5
113255,1018,1096,1368,"2024-12-04",135,150,4
113256,1023,1231,1368,"2024-12-07",88,97,3
113257,1017,1306,1368,"2024-12-26",179,59,2
113258,1004,1422,1369,"2023-01-04",178,97,5
113259,1013,1302,1369,"2023-01-11",205,126,4
113260,1009,1374,1369,"2023-03-02",164,114,3
113261,1009,1010,1369,"2023-03-04",186,64,3
113262,1019,1433,1369,"2023-04-06",172,73,4
113263,1001,1472,1369,"2023-04-11",243,55,4
113264,1010,1011,1369,"2023-04-22",181,58,3
113265,1017,1267,1369,"2023-04-25",244,146,5
113266,1009,1183,1369,"2023-06-12",123,137,5
113267,1010,1031,1369,"2023-08-08",249,73,3
113268,1007,1275,1369,"2023-08-15",123,137,3
113269,1007,1472,1369,"2023-09-02",179,69,4
113270,1003,1067,1369,"2023-09-09",191,86,3
113271,1011,1458,1369,"2023-10-04",188,80,5
113272,1006,1254,1369,"2023-10-15",127,102,4
113273,1022,1128,1369,"2023-11-14",184,112,5
113274,1008,1176,1369,"2023-11-25",128,136,5
113275,1003,1461,1369,"2023-12-10",191,82,5
113276,1022,1149,1369,"2023-12-21",193,122,5
113277,1022,1267,1369,"2024-01-20",231,102,4
113278,1008,1214,1369,"2024-02-25",174,153,3
113279,1018,1396,1369,"2024-04-12",176,83,5
113280,1021,1254,1369,"2024-04-19",93,87,3
113281,1022,1071,1369,"2024-05-09",126,90,3
113282,1015,1369,1369,"2024-05-22",264,134,4
113283,1023,1316,1369,"2024-06-05",199,74,1
113284,1015,1426,1369,"2024-07-07",261,79,3
113285,1007,1059,1369,"2024-07-31",206,129,4
113286,1001,1247,1369,"2024-08-03",165,118,5
113287,1016,1152,1369,"2024-08-06",187,90,5
113288,1007,1111,1369,"2024-09-07",134,99,5
113289,1001,1218,1369,"2024-09-27",158,147,5
113290,1022,1472,1369,"2024-11-18",170,98,3
113291,1017,1152,1369,"2024-12-24",190,142,3
113292,1019,1203,1369,"2024-12-26",198,61,4
113293,1012,1431,1370,"2023-01-09",288,61,2
113294,1024,1382,1370,"2023-01-25",212,66,4
113295,1010,1279,1370,"2023-02-28",200,58,4
113296,1013,1134,1370,"2023-03-01",192,117,4
113297,1008,1307,1370,"2023-03-04",265,117,5
113298,1014,1296,1370,"2023-03-23",138,77,4
113299,1010,1116,1370,"2023-04-21",201,76,3
113300,1016,1110,1370,"2023-04-26",186,81,5
113301,1002,1438,1370,"2023-05-30",196,74,4
113302,1003,1434,1370,"2023-08-03",192,63,4
113303,1023,1165,1370,"2023-08-16",162,73,4
113304,1022,1128,1370,"2023-09-08",142,54,3
113305,1010,1443,1370,"2023-10-02",131,87,5
113306,1004,1337,1370,"2023-10-10",135,56,4
113307,1004,1254,1370,"2023-10-23",88,109,2
113308,1004,1483,1370,"2023-10-29",93,105,5
113309,1006,1085,1370,"2023-11-03",98,102,4
113310,1014,1189,1370,"2023-11-11",100,79,3
113311,1016,1380,1370,"2023-11-22",171,80,4
113312,1024,1304,1370,"2023-12-31",268,139,2
113313,1011,1027,1370,"2024-01-11",120,71,4
113314,1012,1199,1370,"2024-01-21",133,177,3
113315,1021,1093,1370,"2024-02-05",164,107,4
113316,1008,1202,1370,"2024-02-09",236,65,5
113317,1020,1304,1370,"2024-02-18",146,143,4
113318,1013,1426,1370,"2024-02-25",129,71,5
113319,1007,1311,1370,"2024-03-22",197,54,5
113320,1010,1159,1370,"2024-04-10",125,144,3
113321,1023,1256,1370,"2024-04-23",130,84,1
